"Ngày","Lần cuối","Mở","Cao","Thấp","% Thay đổi"
"11/05/2017","5.805","5.805","5.805","5.805","0.03%"
"10/05/2017","5.803","5.803","5.803","5.803","-0.12%"
"09/05/2017","5.810","5.810","5.810","5.810","0.02%"
"08/05/2017","5.809","5.809","5.809","5.809","0.00%"
"07/05/2017","5.809","5.809","5.809","5.809","0.00%"
"05/05/2017","5.809","5.809","5.809","5.809","0.00%"
"04/05/2017","5.809","5.809","5.809","5.809","0.24%"
"03/05/2017","5.795","5.795","5.795","5.795","0.00%"
"02/05/2017","5.795","5.795","5.795","5.795","0.00%"
"01/05/2017","5.795","5.793","5.795","5.793","0.03%"
"28/04/2017","5.793","5.793","5.793","5.793","0.00%"
"27/04/2017","5.793","5.793","5.793","5.793","0.33%"
"26/04/2017","5.774","5.774","5.774","5.774","0.02%"
"25/04/2017","5.773","5.773","5.773","5.773","0.05%"
"24/04/2017","5.770","5.770","5.770","5.770","0.00%"
"22/04/2017","5.770","5.770","5.770","5.770","0.00%"
"21/04/2017","5.770","5.770","5.770","5.770","0.05%"
"20/04/2017","5.767","5.767","5.767","5.767","0.16%"
"19/04/2017","5.758","5.758","5.758","5.758","-0.14%"
"18/04/2017","5.766","5.766","5.766","5.766","-0.02%"
"17/04/2017","5.767","5.767","5.767","5.767","-0.14%"
"14/04/2017","5.775","5.775","5.775","5.775","-0.12%"
"13/04/2017","5.782","5.782","5.782","5.782","-0.09%"
"12/04/2017","5.787","5.787","5.787","5.787","-0.28%"
"11/04/2017","5.803","5.803","5.803","5.803","0.02%"
"10/04/2017","5.802","5.802","5.802","5.802","-0.17%"
"07/04/2017","5.812","5.812","5.812","5.812","-0.33%"
"06/04/2017","5.831","5.831","5.831","5.831","0.00%"
"05/04/2017","5.831","5.831","5.831","5.831","-0.07%"
"04/04/2017","5.835","5.835","5.835","5.835","0.00%"
"03/04/2017","5.835","5.835","5.835","5.835","0.15%"
"31/03/2017","5.826","5.826","5.826","5.826","-0.10%"
"30/03/2017","5.832","5.832","5.832","5.832","0.00%"
"29/03/2017","5.832","5.832","5.832","5.832","0.00%"
"28/03/2017","5.832","5.832","5.832","5.832","0.00%"
"27/03/2017","5.832","5.832","5.832","5.832","0.00%"
"26/03/2017","5.832","5.832","5.832","5.832","0.00%"
"24/03/2017","5.832","5.832","5.832","5.832","-0.03%"
"23/03/2017","5.834","5.834","5.834","5.834","0.19%"
"22/03/2017","5.823","5.823","5.823","5.823","0.00%"
"21/03/2017","5.823","5.823","5.823","5.823","0.03%"
"20/03/2017","5.821","5.821","5.821","5.821","-0.34%"
"18/03/2017","5.841","5.841","5.841","5.841","0.00%"
"17/03/2017","5.841","5.841","5.841","5.841","-0.49%"
"16/03/2017","5.870","5.870","5.870","5.870","-0.09%"
"15/03/2017","5.875","5.875","5.875","5.875","0.10%"
"14/03/2017","5.869","5.869","5.869","5.869","0.00%"
"13/03/2017","5.869","5.869","5.869","5.869","-0.03%"
"10/03/2017","5.871","5.871","5.871","5.871","-0.05%"
"09/03/2017","5.874","5.874","5.874","5.874","-0.03%"
"08/03/2017","5.876","5.876","5.876","5.876","0.00%"
"07/03/2017","5.876","5.876","5.876","5.876","0.00%"
"06/03/2017","5.876","5.876","5.876","5.876","-0.10%"
"03/03/2017","5.882","5.882","5.882","5.882","0.00%"
"02/03/2017","5.882","5.882","5.882","5.882","0.00%"
"01/03/2017","5.882","5.882","5.882","5.882","0.00%"
"28/02/2017","5.882","5.882","5.882","5.882","-0.10%"
"27/02/2017","5.888","5.888","5.888","5.888","-0.10%"
"24/02/2017","5.894","5.894","5.894","5.894","-0.05%"
"23/02/2017","5.897","5.897","5.897","5.897","-0.05%"
"22/02/2017","5.900","5.900","5.900","5.900","-0.07%"
"21/02/2017","5.904","5.904","5.904","5.904","0.02%"
"20/02/2017","5.903","5.903","5.903","5.903","0.02%"
"17/02/2017","5.902","5.902","5.902","5.902","0.19%"
"16/02/2017","5.891","5.891","5.891","5.891","-0.37%"
"15/02/2017","5.913","5.913","5.913","5.913","-0.08%"
"14/02/2017","5.918","5.918","5.918","5.918","-0.19%"
"13/02/2017","5.929","5.929","5.929","5.929","-0.19%"
"10/02/2017","5.940","5.940","5.940","5.940","-0.02%"
"09/02/2017","5.941","5.941","5.941","5.941","-0.44%"
"08/02/2017","5.967","5.967","5.967","5.967","0.00%"
"07/02/2017","5.967","5.967","5.967","5.967","-0.17%"
"06/02/2017","5.977","5.977","5.977","5.977","-0.30%"
"03/02/2017","5.995","5.995","5.995","5.995","-0.25%"
"02/02/2017","6.010","6.010","6.010","6.010","0.00%"
"01/02/2017","6.010","6.010","6.010","6.010","0.00%"
"31/01/2017","6.010","6.010","6.010","6.010","0.00%"
"30/01/2017","6.010","6.010","6.010","6.010","0.00%"
"27/01/2017","6.010","6.010","6.010","6.010","0.00%"
"26/01/2017","6.010","6.010","6.010","6.010","0.00%"
"25/01/2017","6.010","6.010","6.010","6.010","0.03%"
"24/01/2017","6.008","6.008","6.008","6.008","-0.45%"
"23/01/2017","6.035","6.035","6.035","6.035","0.00%"
"20/01/2017","6.035","6.035","6.035","6.035","0.00%"
"19/01/2017","6.035","6.035","6.035","6.035","-0.18%"
"18/01/2017","6.046","6.046","6.046","6.046","-0.03%"
"17/01/2017","6.048","6.048","6.048","6.048","-0.03%"
"16/01/2017","6.050","6.050","6.050","6.050","-0.02%"
"13/01/2017","6.051","6.051","6.051","6.051","-0.21%"
"12/01/2017","6.064","6.064","6.064","6.064","-0.20%"
"11/01/2017","6.076","6.076","6.076","6.076","-0.28%"
"10/01/2017","6.093","6.093","6.093","6.093","-0.16%"
"09/01/2017","6.103","6.103","6.103","6.103","0.00%"
"06/01/2017","6.103","6.103","6.103","6.103","0.15%"
"05/01/2017","6.094","6.094","6.094","6.094","0.02%"
"04/01/2017","6.093","6.093","6.093","6.093","-0.02%"
"03/01/2017","6.094","6.094","6.094","6.094","-0.02%"
"02/01/2017","6.095","6.095","6.095","6.095","0.00%"
"30/12/2016","6.095","6.095","6.095","6.095","0.02%"
"29/12/2016","6.094","6.094","6.094","6.094","-0.03%"
"28/12/2016","6.096","6.096","6.096","6.096","0.00%"
"27/12/2016","6.096","6.096","6.096","6.096","-0.02%"
"26/12/2016","6.097","6.097","6.097","6.097","-0.10%"
"23/12/2016","6.103","6.103","6.103","6.103","-0.31%"
"22/12/2016","6.122","6.122","6.122","6.122","0.29%"
"21/12/2016","6.104","6.104","6.104","6.104","-0.02%"
"20/12/2016","6.105","6.105","6.105","6.105","0.00%"
"19/12/2016","6.105","6.105","6.105","6.105","-0.03%"
"16/12/2016","6.107","6.107","6.107","6.107","0.28%"
"15/12/2016","6.090","6.090","6.090","6.090","0.66%"
"14/12/2016","6.050","6.050","6.050","6.050","-0.08%"
"13/12/2016","6.055","6.055","6.055","6.055","0.12%"
"12/12/2016","6.048","6.048","6.048","6.048","0.17%"
"09/12/2016","6.038","6.038","6.038","6.038","0.00%"
"08/12/2016","6.038","6.038","6.038","6.038","0.00%"
"07/12/2016","6.038","6.038","6.038","6.038","-0.02%"
"06/12/2016","6.039","6.039","6.039","6.039","0.00%"
"05/12/2016","6.039","6.039","6.039","6.039","-0.20%"
"02/12/2016","6.051","6.051","6.051","6.051","0.08%"
"01/12/2016","6.046","6.046","6.046","6.046","0.00%"
"30/11/2016","6.046","6.046","6.046","6.046","-0.07%"
"29/11/2016","6.050","6.050","6.050","6.050","-0.17%"
"28/11/2016","6.060","6.060","6.060","6.060","0.00%"
"25/11/2016","6.060","6.060","6.060","6.060","0.00%"
"24/11/2016","6.060","6.060","6.060","6.060","-0.02%"
"23/11/2016","6.061","6.061","6.061","6.061","-0.02%"
"22/11/2016","6.062","6.062","6.062","6.062","-0.57%"
"21/11/2016","6.097","6.097","6.097","6.097","0.00%"
"18/11/2016","6.097","6.097","6.097","6.097","-0.05%"
"17/11/2016","6.100","6.100","6.100","6.100","1.13%"
"16/11/2016","6.032","6.032","6.032","6.032","0.57%"
"15/11/2016","5.998","5.998","5.998","5.998","0.05%"
"14/11/2016","5.995","5.995","5.995","5.995","0.07%"
"11/11/2016","5.991","5.991","5.991","5.991","-0.17%"
"10/11/2016","6.001","6.001","6.001","6.001","0.00%"
"09/11/2016","6.001","6.001","6.001","6.001","0.07%"
"08/11/2016","5.997","5.997","5.997","5.997","0.39%"
"07/11/2016","5.974","5.974","5.974","5.974","0.00%"
"04/11/2016","5.974","5.974","5.974","5.974","0.08%"
"03/11/2016","5.969","5.969","5.969","5.969","-0.02%"
"02/11/2016","5.970","5.970","5.970","5.970","0.00%"
"01/11/2016","5.970","5.970","5.970","5.970","-0.02%"
"31/10/2016","5.971","5.971","5.971","5.971","-0.03%"
"28/10/2016","5.973","5.973","5.973","5.973","0.00%"
"27/10/2016","5.973","5.973","5.973","5.973","-0.03%"
"26/10/2016","5.975","5.975","5.975","5.975","-0.18%"
"25/10/2016","5.986","5.986","5.986","5.986","0.05%"
"24/10/2016","5.983","5.983","5.983","5.983","-0.15%"
"21/10/2016","5.992","5.992","5.992","5.992","-0.45%"
"20/10/2016","6.019","6.019","6.019","6.019","-0.10%"
"19/10/2016","6.025","6.025","6.025","6.025","-0.51%"
"18/10/2016","6.056","6.056","6.056","6.056","0.18%"
"17/10/2016","6.045","6.045","6.045","6.045","0.40%"
"15/10/2016","6.021","6.021","6.021","6.021","0.00%"
"14/10/2016","6.021","6.021","6.021","6.021","0.42%"
"13/10/2016","5.996","5.996","5.996","5.996","0.00%"
"12/10/2016","5.996","5.996","5.996","5.996","0.22%"
"11/10/2016","5.983","5.983","5.983","5.983","0.00%"
"10/10/2016","5.983","5.983","5.983","5.983","-0.65%"
"07/10/2016","6.022","6.022","6.022","6.022","0.00%"
"06/10/2016","6.022","6.022","6.022","6.022","-2.08%"
"05/10/2016","6.150","6.150","6.150","6.150","-0.82%"
"04/10/2016","6.201","6.201","6.201","6.201","-0.83%"
"03/10/2016","6.253","6.253","6.253","6.253","0.56%"
"30/09/2016","6.218","6.218","6.218","6.218","0.21%"
"29/09/2016","6.205","6.205","6.205","6.205","0.15%"
"28/09/2016","6.196","6.196","6.196","6.196","-1.84%"
"27/09/2016","6.312","6.312","6.312","6.312","-1.61%"
"26/09/2016","6.415","6.415","6.415","6.415","-0.11%"
"25/09/2016","6.422","6.422","6.422","6.422","0.00%"
"24/09/2016","6.422","6.422","6.422","6.422","0.00%"
"23/09/2016","6.422","6.422","6.422","6.422","-2.00%"
"22/09/2016","6.553","6.553","6.553","6.553","-1.37%"
"21/09/2016","6.644","6.644","6.644","6.644","-0.09%"
"20/09/2016","6.650","6.650","6.650","6.650","-0.02%"
"19/09/2016","6.651","6.651","6.651","6.651","-0.21%"
"17/09/2016","6.665","6.665","6.665","6.665","0.00%"
"16/09/2016","6.665","6.665","6.665","6.665","-1.45%"
"15/09/2016","6.763","6.763","6.763","6.763","0.00%"
"14/09/2016","6.763","6.763","6.763","6.763","0.00%"
"13/09/2016","6.763","6.763","6.763","6.763","0.00%"
"12/09/2016","6.763","6.763","6.763","6.763","0.00%"
"09/09/2016","6.763","6.763","6.763","6.763","-0.37%"
"08/09/2016","6.788","6.788","6.788","6.788","-0.04%"
"07/09/2016","6.791","6.791","6.791","6.791","-0.13%"
"06/09/2016","6.800","6.800","6.800","6.800","-0.06%"
"05/09/2016","6.804","6.804","6.804","6.804","-0.44%"
"02/09/2016","6.834","6.834","6.834","6.834","0.00%"
"01/09/2016","6.834","6.834","6.834","6.834","-0.01%"
"31/08/2016","6.835","6.835","6.835","6.835","-0.01%"
"30/08/2016","6.836","6.836","6.836","6.836","0.00%"
"29/08/2016","6.836","6.836","6.836","6.836","0.00%"
"26/08/2016","6.836","6.836","6.836","6.836","0.03%"
"25/08/2016","6.834","6.834","6.834","6.834","-0.32%"
"24/08/2016","6.856","6.856","6.856","6.856","-0.15%"
"23/08/2016","6.866","6.866","6.866","6.866","-0.20%"
"22/08/2016","6.880","6.880","6.880","6.880","0.00%"
"19/08/2016","6.880","6.880","6.880","6.880","-0.03%"
"18/08/2016","6.882","6.882","6.882","6.882","-0.13%"
"17/08/2016","6.891","6.891","6.891","6.891","-0.01%"
"16/08/2016","6.892","6.892","6.892","6.892","-0.07%"
"15/08/2016","6.897","6.897","6.897","6.897","-0.35%"
"14/08/2016","6.921","6.921","6.921","6.921","0.00%"
"13/08/2016","6.921","6.921","6.921","6.921","0.00%"
"12/08/2016","6.921","6.921","6.921","6.921","-0.03%"
"11/08/2016","6.923","6.923","6.923","6.923","-0.01%"
"10/08/2016","6.924","6.924","6.924","6.924","0.00%"
"09/08/2016","6.924","6.924","6.924","6.924","0.00%"
"08/08/2016","6.924","6.924","6.924","6.924","-0.01%"
"06/08/2016","6.925","6.925","6.925","6.925","0.00%"
"05/08/2016","6.925","6.925","6.925","6.925","0.00%"
"04/08/2016","6.925","6.925","6.925","6.925","-0.06%"
"03/08/2016","6.929","6.929","6.929","6.929","0.07%"
"02/08/2016","6.924","6.924","6.924","6.924","0.09%"
"01/08/2016","6.918","6.918","6.918","6.918","-0.04%"
"29/07/2016","6.921","6.921","6.921","6.921","0.01%"
"28/07/2016","6.920","6.920","6.920","6.920","-0.03%"
"27/07/2016","6.922","6.922","6.922","6.922","0.00%"
"26/07/2016","6.922","6.922","6.922","6.922","-0.09%"
"25/07/2016","6.928","6.928","6.928","6.928","0.03%"
"22/07/2016","6.926","6.926","6.926","6.926","0.00%"
"21/07/2016","6.926","6.926","6.926","6.926","0.01%"
"20/07/2016","6.925","6.925","6.925","6.925","-0.16%"
"19/07/2016","6.936","6.936","6.936","6.936","0.00%"
"15/07/2016","6.936","6.936","6.936","6.936","0.00%"
"14/07/2016","6.936","6.936","6.936","6.936","-0.03%"
"13/07/2016","6.938","6.938","6.938","6.938","0.00%"
"12/07/2016","6.938","6.938","6.938","6.938","0.00%"
"11/07/2016","6.938","6.938","6.938","6.938","0.26%"
"08/07/2016","6.920","6.920","6.920","6.920","0.01%"
"07/07/2016","6.919","6.919","6.919","6.919","0.16%"
"06/07/2016","6.908","6.908","6.908","6.908","0.00%"
"05/07/2016","6.908","6.908","6.908","6.908","0.00%"
"04/07/2016","6.908","6.908","6.908","6.908","-0.01%"
"01/07/2016","6.909","6.909","6.909","6.909","0.14%"
"30/06/2016","6.899","6.899","6.899","6.899","0.03%"
"29/06/2016","6.897","6.897","6.897","6.897","0.04%"
"28/06/2016","6.894","6.894","6.894","6.894","-0.03%"
"27/06/2016","6.896","6.896","6.896","6.896","0.00%"
"24/06/2016","6.896","6.896","6.896","6.896","-0.07%"
"23/06/2016","6.901","6.901","6.901","6.901","0.01%"
"22/06/2016","6.900","6.900","6.900","6.900","-0.04%"
"21/06/2016","6.903","6.903","6.903","6.903","0.03%"
"20/06/2016","6.901","6.901","6.901","6.901","-0.07%"
"17/06/2016","6.906","6.906","6.906","6.906","0.01%"
"16/06/2016","6.905","6.905","6.905","6.905","0.04%"
"15/06/2016","6.902","6.902","6.902","6.902","-0.03%"
"14/06/2016","6.904","6.904","6.904","6.904","0.00%"
"13/06/2016","6.904","6.904","6.904","6.904","-0.01%"
"10/06/2016","6.905","6.905","6.905","6.905","-0.55%"
"09/06/2016","6.943","6.943","6.943","6.943","0.00%"
"08/06/2016","6.943","6.943","6.943","6.943","0.00%"
"07/06/2016","6.943","6.943","6.943","6.943","0.00%"
"06/06/2016","6.943","6.943","6.943","6.943","0.00%"
"03/06/2016","6.943","6.943","6.943","6.943","0.00%"
"02/06/2016","6.943","6.943","6.943","6.943","0.00%"
"01/06/2016","6.943","6.943","6.943","6.943","0.00%"
"31/05/2016","6.943","6.943","6.943","6.943","0.00%"
"30/05/2016","6.943","6.943","6.943","6.943","0.00%"
"27/05/2016","6.943","6.943","6.943","6.943","0.00%"
"26/05/2016","6.943","6.943","6.943","6.943","0.00%"
"25/05/2016","6.943","6.943","6.943","6.943","0.00%"
"24/05/2016","6.943","6.943","6.943","6.943","0.00%"
"23/05/2016","6.943","6.943","6.943","6.943","0.00%"
"20/05/2016","6.943","6.943","6.943","6.943","0.00%"
"19/05/2016","6.943","6.943","6.943","6.943","0.00%"
"18/05/2016","6.943","6.943","6.943","6.943","0.00%"
"17/05/2016","6.943","6.943","6.943","6.943","0.00%"
"16/05/2016","6.943","6.943","6.943","6.943","0.00%"
"13/05/2016","6.943","6.943","6.943","6.943","0.00%"
"12/05/2016","6.943","6.943","6.943","6.943","0.00%"
"11/05/2016","6.943","6.943","6.943","6.943","0.00%"
"10/05/2016","6.943","6.943","6.943","6.943","0.00%"
"09/05/2016","6.943","6.943","6.943","6.943","0.00%"
"06/05/2016","6.943","6.943","6.943","6.943","0.00%"
"05/05/2016","6.943","6.943","6.943","6.943","0.00%"
"04/05/2016","6.943","6.943","6.943","6.943","0.00%"
"03/05/2016","6.943","6.943","6.943","6.943","0.00%"
"02/05/2016","6.943","6.943","6.943","6.943","0.00%"
"29/04/2016","6.943","6.943","6.943","6.943","0.00%"
"28/04/2016","6.943","6.943","6.943","6.943","0.00%"
"27/04/2016","6.943","6.943","6.943","6.943","0.00%"
"26/04/2016","6.943","6.943","6.943","6.943","0.00%"
"25/04/2016","6.943","6.943","6.943","6.943","0.00%"
"22/04/2016","6.943","6.943","6.943","6.943","0.00%"
"21/04/2016","6.943","6.943","6.943","6.943","0.00%"
"20/04/2016","6.943","6.943","6.943","6.943","0.00%"
"19/04/2016","6.943","6.943","6.943","6.943","0.00%"
"18/04/2016","6.943","6.943","6.943","6.943","0.00%"
"15/04/2016","6.943","6.943","6.943","6.943","0.00%"
"14/04/2016","6.943","6.943","6.943","6.943","0.00%"
"13/04/2016","6.943","6.943","6.943","6.943","0.00%"
"12/04/2016","6.943","6.943","6.943","6.943","0.00%"
"11/04/2016","6.943","6.943","6.943","6.943","0.00%"
"08/04/2016","6.943","6.943","6.943","6.943","0.00%"
"07/04/2016","6.943","6.943","6.943","6.943","0.00%"
"06/04/2016","6.943","6.943","6.943","6.943","0.00%"
"05/04/2016","6.943","6.943","6.943","6.943","0.00%"
"04/04/2016","6.943","6.943","6.943","6.943","1.09%"
"01/04/2016","6.868","6.868","6.868","6.868","0.00%"
"31/03/2016","6.868","6.868","6.868","6.868","-0.09%"
"30/03/2016","6.874","6.874","6.874","6.874","0.00%"
"29/03/2016","6.874","6.874","6.874","6.874","0.00%"
"28/03/2016","6.874","6.874","6.874","6.874","-0.01%"
"25/03/2016","6.875","6.875","6.875","6.875","0.00%"
"24/03/2016","6.875","6.875","6.875","6.875","0.00%"
"23/03/2016","6.875","6.875","6.875","6.875","0.04%"
"22/03/2016","6.872","6.872","6.872","6.872","0.00%"
"21/03/2016","6.872","6.872","6.872","6.872","-0.06%"
"18/03/2016","6.876","6.876","6.876","6.876","0.00%"
"17/03/2016","6.876","6.876","6.876","6.876","0.06%"
"16/03/2016","6.872","6.872","6.872","6.872","0.00%"
"15/03/2016","6.872","6.872","6.872","6.872","0.13%"
"14/03/2016","6.863","6.863","6.863","6.863","0.00%"
"11/03/2016","6.863","6.863","6.863","6.863","0.00%"
"10/03/2016","6.863","6.863","6.863","6.863","-0.42%"
"09/03/2016","6.892","6.892","6.892","6.892","0.03%"
"08/03/2016","6.890","6.890","6.890","6.890","0.38%"
"07/03/2016","6.864","6.864","6.864","6.864","-0.10%"
"04/03/2016","6.871","6.871","6.871","6.871","0.00%"
"03/03/2016","6.871","6.871","6.871","6.871","0.00%"
"02/03/2016","6.871","6.871","6.871","6.871","0.07%"
"01/03/2016","6.866","6.866","6.866","6.866","0.04%"
"29/02/2016","6.863","6.863","6.863","6.863","-0.19%"
"26/02/2016","6.876","6.876","6.876","6.876","-0.01%"
"25/02/2016","6.877","6.877","6.877","6.877","-0.91%"
"24/02/2016","6.940","6.940","6.940","6.940","0.00%"
"23/02/2016","6.940","6.940","6.940","6.940","-0.06%"
"22/02/2016","6.944","6.944","6.944","6.944","0.19%"
"19/02/2016","6.931","6.931","6.931","6.931","-0.86%"
"18/02/2016","6.991","6.991","6.991","6.991","-0.21%"
"17/02/2016","7.006","7.006","7.006","7.006","-1.24%"
"16/02/2016","7.094","7.094","7.094","7.094","-0.01%"
"15/02/2016","7.095","7.095","7.095","7.095","0.51%"
"14/02/2016","7.059","7.059","7.059","7.059","0.00%"
"12/02/2016","7.059","7.059","7.059","7.059","0.00%"
"11/02/2016","7.059","7.059","7.059","7.059","0.00%"
"10/02/2016","7.059","7.059","7.059","7.059","0.00%"
"09/02/2016","7.059","7.059","7.059","7.059","0.00%"
"08/02/2016","7.059","7.059","7.059","7.059","0.00%"
"05/02/2016","7.059","7.059","7.059","7.059","0.27%"
"04/02/2016","7.040","7.040","7.040","7.040","-0.10%"
"03/02/2016","7.047","7.047","7.047","7.047","0.00%"
"02/02/2016","7.047","7.047","7.047","7.047","-0.06%"
"01/02/2016","7.051","7.051","7.051","7.051","0.20%"
"29/01/2016","7.037","7.037","7.037","7.037","-0.30%"
"28/01/2016","7.058","7.058","7.058","7.058","0.18%"
"27/01/2016","7.045","7.045","7.045","7.045","-0.20%"
"26/01/2016","7.059","7.059","7.059","7.059","0.00%"
"25/01/2016","7.059","7.059","7.059","7.059","0.03%"
"22/01/2016","7.057","7.057","7.057","7.057","0.03%"
"21/01/2016","7.055","7.055","7.055","7.055","0.00%"
"20/01/2016","7.055","7.055","7.055","7.055","0.00%"
"19/01/2016","7.055","7.055","7.055","7.055","-0.31%"
"18/01/2016","7.077","7.077","7.077","7.077","0.25%"
"15/01/2016","7.059","7.059","7.059","7.059","0.03%"
"14/01/2016","7.057","7.057","7.057","7.057","0.00%"
"13/01/2016","7.057","7.057","7.057","7.057","0.06%"
"12/01/2016","7.053","7.053","7.053","7.053","0.00%"
"11/01/2016","7.053","7.053","7.053","7.053","-0.01%"
"10/01/2016","7.054","7.054","7.054","7.054","0.00%"
"08/01/2016","7.054","7.054","7.054","7.054","0.00%"
"07/01/2016","7.054","7.054","7.054","7.054","0.00%"
"06/01/2016","7.054","7.054","7.054","7.054","0.00%"
"05/01/2016","7.054","7.054","7.054","7.054","-0.31%"
"04/01/2016","7.076","7.076","7.076","7.076","0.34%"
"01/01/2016","7.052","7.052","7.052","7.052","0.00%"
"31/12/2015","7.052","7.052","7.052","7.052","0.00%"
"30/12/2015","7.052","7.052","7.052","7.052","-0.06%"
"29/12/2015","7.056","7.056","7.056","7.056","0.06%"
"28/12/2015","7.052","7.052","7.052","7.052","-0.06%"
"25/12/2015","7.056","7.056","7.056","7.056","-0.01%"
"24/12/2015","7.057","7.057","7.057","7.057","0.00%"
"23/12/2015","7.057","7.057","7.057","7.057","0.00%"
"22/12/2015","7.057","7.057","7.057","7.057","0.00%"
"21/12/2015","7.057","7.057","7.057","7.057","-0.01%"
"18/12/2015","7.058","7.058","7.058","7.058","-0.14%"
"17/12/2015","7.068","7.068","7.068","7.068","0.00%"
"16/12/2015","7.068","7.068","7.068","7.068","0.04%"
"15/12/2015","7.065","7.065","7.065","7.065","0.06%"
"14/12/2015","7.061","7.061","7.061","7.061","0.04%"
"11/12/2015","7.058","7.058","7.058","7.058","0.00%"
"10/12/2015","7.058","7.058","7.058","7.058","0.00%"
"09/12/2015","7.058","7.058","7.058","7.058","-0.06%"
"08/12/2015","7.062","7.062","7.062","7.062","0.04%"
"07/12/2015","7.059","7.059","7.059","7.059","-0.11%"
"04/12/2015","7.067","7.067","7.067","7.067","0.00%"
"03/12/2015","7.067","7.067","7.067","7.067","0.00%"
"02/12/2015","7.067","7.067","7.067","7.067","0.10%"
"01/12/2015","7.060","7.060","7.060","7.060","0.00%"
"30/11/2015","7.060","7.060","7.060","7.060","-0.51%"
"27/11/2015","7.096","7.096","7.096","7.096","0.00%"
"26/11/2015","7.096","7.096","7.096","7.096","0.35%"
"25/11/2015","7.071","7.071","7.071","7.071","0.00%"
"24/11/2015","7.071","7.071","7.071","7.071","0.10%"
"23/11/2015","7.064","7.064","7.064","7.064","-0.08%"
"22/11/2015","7.070","7.070","7.070","7.070","0.00%"
"20/11/2015","7.070","7.070","7.070","7.070","-0.38%"
"19/11/2015","7.097","7.097","7.097","7.097","-0.17%"
"18/11/2015","7.109","7.109","7.109","7.109","0.00%"
"17/11/2015","7.109","7.109","7.109","7.109","0.77%"
"16/11/2015","7.055","7.055","7.055","7.055","0.00%"
"13/11/2015","7.055","7.055","7.055","7.055","-0.37%"
"12/11/2015","7.081","7.081","7.081","7.081","-0.04%"
"11/11/2015","7.084","7.084","7.084","7.084","0.06%"
"10/11/2015","7.080","7.080","7.080","7.080","0.23%"
"09/11/2015","7.064","7.064","7.064","7.064","-0.01%"
"06/11/2015","7.065","7.065","7.065","7.065","-0.06%"
"05/11/2015","7.069","7.069","7.069","7.069","0.30%"
"04/11/2015","7.048","7.048","7.048","7.048","0.03%"
"03/11/2015","7.046","7.046","7.046","7.046","-0.23%"
"02/11/2015","7.062","7.062","7.062","7.062","0.00%"
"30/10/2015","7.062","7.062","7.062","7.062","-0.48%"
"29/10/2015","7.096","7.096","7.096","7.096","0.60%"
"28/10/2015","7.054","7.054","7.054","7.054","-0.01%"
"27/10/2015","7.055","7.055","7.055","7.055","0.03%"
"26/10/2015","7.053","7.053","7.053","7.053","0.23%"
"23/10/2015","7.037","7.037","7.037","7.037","0.10%"
"22/10/2015","7.030","7.030","7.030","7.030","0.06%"
"21/10/2015","7.026","7.026","7.026","7.026","0.00%"
"20/10/2015","7.026","7.026","7.026","7.026","-0.17%"
"19/10/2015","7.038","7.038","7.038","7.038","0.10%"
"18/10/2015","7.031","7.031","7.031","7.031","0.00%"
"16/10/2015","7.031","7.031","7.031","7.031","0.06%"
"15/10/2015","7.027","7.027","7.027","7.027","0.29%"
"14/10/2015","7.007","7.007","7.007","7.007","0.00%"
"13/10/2015","7.007","7.007","7.007","7.007","0.00%"
"12/10/2015","7.007","7.007","7.007","7.007","-0.01%"
"09/10/2015","7.008","7.008","7.008","7.008","-0.11%"
"08/10/2015","7.016","7.016","7.016","7.016","0.14%"
"07/10/2015","7.006","7.006","7.006","7.006","-0.28%"
"06/10/2015","7.026","7.026","7.026","7.026","-0.04%"
"05/10/2015","7.029","7.029","7.029","7.029","-0.23%"
"03/10/2015","7.045","7.045","7.045","7.045","0.00%"
"02/10/2015","7.045","7.045","7.045","7.045","-0.20%"
"01/10/2015","7.059","7.059","7.059","7.059","0.26%"
