"Ngày","Lần cuối","Mở","Cao","Thấp","% Thay đổi"
"19/12/2023","2.376","2.361","2.385","2.361","-0.38%"
"18/12/2023","2.385","2.361","2.385","2.361","1.02%"
"15/12/2023","2.361","2.361","2.361","2.361","-1.58%"
"14/12/2023","2.399","2.399","2.399","2.319","-3.23%"
"13/12/2023","2.479","2.491","2.491","2.479","-0.48%"
"12/12/2023","2.491","2.499","2.499","2.491","-0.32%"
"11/12/2023","2.499","2.499","2.499","2.499","0.28%"
"08/12/2023","2.492","2.492","2.492","2.492","-0.12%"
"07/12/2023","2.495","2.495","2.495","2.495","0.48%"
"06/12/2023","2.483","2.483","2.483","2.483","-0.40%"
"05/12/2023","2.493","2.493","2.493","2.493","0.44%"
"04/12/2023","2.482","2.482","2.482","2.482","-0.16%"
"01/12/2023","2.486","2.488","2.488","2.486","0.00%"
"30/11/2023","2.486","2.486","2.486","2.486","-2.59%"
"29/11/2023","2.552","2.552","2.552","2.552","-1.16%"
"28/11/2023","2.582","2.582","2.582","2.582","0.00%"
"27/11/2023","2.582","2.582","2.582","2.582","0.19%"
"24/11/2023","2.577","2.577","2.577","2.577","1.62%"
"23/11/2023","2.536","2.536","2.536","2.536","-5.13%"
"22/11/2023","2.673","2.673","2.673","2.673","0.04%"
"21/11/2023","2.672","2.672","2.672","2.672","-0.07%"
"20/11/2023","2.674","2.674","2.674","2.674","-1.22%"
"17/11/2023","2.707","2.707","2.707","2.707","-0.73%"
"16/11/2023","2.727","2.727","2.727","2.727","-1.34%"
"15/11/2023","2.764","2.764","2.764","2.764","-1.29%"
"14/11/2023","2.800","2.800","2.800","2.800","-0.21%"
"13/11/2023","2.806","2.806","2.806","2.806","-0.78%"
"10/11/2023","2.828","2.828","2.828","2.828","-0.60%"
"09/11/2023","2.845","2.845","2.845","2.845","0.21%"
"08/11/2023","2.839","2.839","2.839","2.839","-2.31%"
"07/11/2023","2.906","2.906","2.906","2.906","-1.49%"
"06/11/2023","2.950","2.950","2.950","2.950","-1.37%"
"03/11/2023","2.991","2.991","2.991","2.991","-0.80%"
"02/11/2023","3.015","3.015","3.015","3.015","-0.43%"
"01/11/2023","3.028","3.070","3.070","3.028","-1.27%"
"31/10/2023","3.067","3.067","3.067","3.067","0.00%"
"30/10/2023","3.067","3.067","3.067","3.067","-0.49%"
"27/10/2023","3.082","3.082","3.082","3.082","-0.74%"
"26/10/2023","3.105","3.105","3.105","3.105","-0.38%"
"25/10/2023","3.117","3.117","3.117","3.117","-3.14%"
"24/10/2023","3.218","3.218","3.218","3.218","-0.89%"
"23/10/2023","3.247","3.247","3.247","3.247","-0.18%"
"20/10/2023","3.253","3.253","3.253","3.253","2.04%"
"19/10/2023","3.188","3.188","3.188","3.188","4.25%"
"18/10/2023","3.058","3.058","3.058","3.058","0.39%"
"17/10/2023","3.046","3.046","3.046","3.046","0.40%"
"16/10/2023","3.034","3.034","3.034","3.034","0.23%"
"13/10/2023","3.027","3.027","3.027","3.027","1.07%"
"12/10/2023","2.995","2.995","2.995","2.995","-0.93%"
"11/10/2023","3.023","3.023","3.023","3.023","-0.33%"
"10/10/2023","3.033","3.033","3.033","3.033","-0.26%"
"09/10/2023","3.041","3.041","3.041","3.041","0.16%"
"06/10/2023","3.036","3.036","3.036","3.036","-0.43%"
"05/10/2023","3.049","3.049","3.049","3.049","0.69%"
"04/10/2023","3.028","3.028","3.028","3.028","2.09%"
"03/10/2023","2.966","2.966","2.966","2.966","3.78%"
"02/10/2023","2.858","2.858","2.858","2.858","0.70%"
"29/09/2023","2.838","2.838","2.838","2.838","1.43%"
"28/09/2023","2.798","2.798","2.798","2.798","1.75%"
"27/09/2023","2.750","2.750","2.750","2.750","-1.47%"
"26/09/2023","2.791","2.791","2.791","2.791","0.69%"
"25/09/2023","2.772","2.772","2.772","2.772","1.17%"
"22/09/2023","2.740","2.740","2.740","2.740","1.07%"
"21/09/2023","2.711","2.711","2.711","2.711","0.63%"
"20/09/2023","2.694","2.694","2.694","2.694","-0.77%"
"19/09/2023","2.715","2.715","2.715","2.715","0.74%"
"18/09/2023","2.695","2.695","2.695","2.695","-1.46%"
"15/09/2023","2.735","2.735","2.735","2.735","0.59%"
"14/09/2023","2.719","2.719","2.719","2.719","0.00%"
"13/09/2023","2.719","2.719","2.719","2.719","-0.33%"
"12/09/2023","2.728","2.728","2.728","2.728","-1.09%"
"11/09/2023","2.758","2.758","2.758","2.758","0.18%"
"08/09/2023","2.753","2.753","2.753","2.753","-0.18%"
"07/09/2023","2.758","2.758","2.758","2.758","0.22%"
"06/09/2023","2.752","2.752","2.752","2.752","0.33%"
"05/09/2023","2.743","2.743","2.743","2.743","2.85%"
"04/09/2023","2.667","2.667","2.667","2.667","0.00%"
"01/09/2023","2.667","2.667","2.667","2.667","-1.84%"
"31/08/2023","2.717","2.717","2.717","2.717","-1.24%"
"30/08/2023","2.751","2.751","2.751","2.751","0.59%"
"29/08/2023","2.735","2.735","2.735","2.735","1.00%"
"28/08/2023","2.708","2.708","2.708","2.708","1.73%"
"25/08/2023","2.662","2.662","2.662","2.662","-0.86%"
"24/08/2023","2.685","2.685","2.685","2.685","-0.33%"
"23/08/2023","2.694","2.694","2.694","2.694","0.37%"
"22/08/2023","2.684","2.684","2.684","2.684","1.24%"
"21/08/2023","2.651","2.651","2.651","2.651","2.79%"
"18/08/2023","2.579","2.579","2.579","2.579","-2.16%"
"17/08/2023","2.636","2.636","2.636","2.636","-1.35%"
"16/08/2023","2.672","2.672","2.672","2.672","2.14%"
"15/08/2023","2.616","2.616","2.616","2.616","0.96%"
"14/08/2023","2.591","2.591","2.591","2.591","1.41%"
"11/08/2023","2.555","2.555","2.555","2.555","0.63%"
"10/08/2023","2.539","2.539","2.539","2.539","-2.27%"
"09/08/2023","2.598","2.598","2.598","2.598","0.93%"
"08/08/2023","2.574","2.574","2.574","2.574","0.00%"
"07/08/2023","2.574","2.574","2.574","2.574","3.04%"
"04/08/2023","2.498","2.498","2.498","2.498","-1.15%"
"03/08/2023","2.527","2.527","2.527","2.527","0.00%"
"02/08/2023","2.527","2.527","2.527","2.527","1.20%"
"01/08/2023","2.497","2.565","2.565","2.497","-2.50%"
"31/07/2023","2.561","2.561","2.561","2.561","0.39%"
"28/07/2023","2.551","2.551","2.551","2.551","0.55%"
"27/07/2023","2.537","2.537","2.537","2.537","-2.24%"
"26/07/2023","2.595","2.595","2.595","2.595","1.21%"
"25/07/2023","2.564","2.564","2.564","2.564","-1.35%"
"24/07/2023","2.599","2.599","2.599","2.599","1.48%"
"21/07/2023","2.561","2.561","2.561","2.561","-0.66%"
"20/07/2023","2.578","2.603","2.603","2.578","-0.96%"
"19/07/2023","2.603","2.657","2.657","2.603","-2.07%"
"18/07/2023","2.658","2.672","2.672","2.658","-0.56%"
"17/07/2023","2.673","2.793","2.793","2.673","-4.30%"
"14/07/2023","2.793","2.778","2.793","2.778","0.54%"
"13/07/2023","2.778","2.834","2.834","2.778","-1.98%"
"12/07/2023","2.834","2.787","2.834","2.787","1.69%"
"11/07/2023","2.787","2.842","2.842","2.787","-1.94%"
"10/07/2023","2.842","2.914","2.914","2.842","-2.47%"
"07/07/2023","2.914","2.863","2.914","2.863","1.75%"
"06/07/2023","2.864","2.839","2.864","2.839","0.88%"
"05/07/2023","2.839","2.875","2.875","2.839","-1.29%"
"04/07/2023","2.876","2.863","2.876","2.863","0.45%"
"03/07/2023","2.863","2.747","2.863","2.747","4.22%"
"30/06/2023","2.747","2.699","2.747","2.699","1.78%"
"29/06/2023","2.699","2.662","2.699","2.662","1.39%"
"28/06/2023","2.662","2.689","2.689","2.662","-1.04%"
"27/06/2023","2.690","2.691","2.691","2.690","-0.04%"
"26/06/2023","2.691","2.743","2.743","2.691","-1.90%"
"23/06/2023","2.743","2.684","2.743","2.684","2.20%"
"22/06/2023","2.684","2.845","2.845","2.684","-5.66%"
"21/06/2023","2.845","2.857","2.857","2.845","-0.42%"
"20/06/2023","2.857","2.898","2.898","2.857","-1.41%"
"19/06/2023","2.898","2.936","2.936","2.898","-1.29%"
"16/06/2023","2.936","2.936","2.936","2.936","-4.21%"
"15/06/2023","3.065","3.058","3.065","3.058","0.23%"
"14/06/2023","3.058","3.102","3.102","3.058","-1.45%"
"13/06/2023","3.103","3.164","3.164","3.103","-1.93%"
"12/06/2023","3.164","3.164","3.164","3.164","0.03%"
"09/06/2023","3.163","3.205","3.205","3.163","-1.31%"
"08/06/2023","3.205","3.187","3.205","3.187","0.53%"
"07/06/2023","3.188","3.196","3.196","3.188","-0.25%"
"06/06/2023","3.196","3.204","3.204","3.196","-0.25%"
"05/06/2023","3.204","3.204","3.204","3.204","0.72%"
"02/06/2023","3.181","3.231","3.231","3.181","-1.58%"
"01/06/2023","3.232","3.275","3.275","3.232","-1.16%"
"31/05/2023","3.270","3.282","3.282","3.270","-0.37%"
"30/05/2023","3.282","3.361","3.361","3.282","-2.35%"
"29/05/2023","3.361","3.361","3.361","3.361","1.60%"
"26/05/2023","3.308","3.308","3.308","3.308","2.16%"
"25/05/2023","3.238","3.146","3.238","3.146","2.92%"
"24/05/2023","3.146","3.131","3.146","3.131","0.48%"
"23/05/2023","3.131","3.143","3.143","3.131","-0.38%"
"22/05/2023","3.143","3.143","3.143","3.143","1.52%"
"19/05/2023","3.096","3.093","3.096","3.093","0.10%"
"18/05/2023","3.093","3.104","3.118","3.093","-0.80%"
"17/05/2023","3.118","3.104","3.118","3.104","0.45%"
"16/05/2023","3.104","3.118","3.118","3.104","-0.45%"
"15/05/2023","3.118","3.118","3.118","3.118","0.00%"
"12/05/2023","3.118","3.131","3.131","3.118","-0.42%"
"11/05/2023","3.131","3.203","3.203","3.131","-2.25%"
"10/05/2023","3.203","3.165","3.203","3.165","1.20%"
"09/05/2023","3.165","3.194","3.194","3.165","-0.91%"
"08/05/2023","3.194","3.194","3.194","3.194","-2.20%"
"05/05/2023","3.266","3.330","3.330","3.266","-1.95%"
"04/05/2023","3.331","3.363","3.363","3.331","0.54%"
"03/05/2023","3.313","3.313","3.313","3.313","0.00%"
"02/05/2023","3.313","3.313","3.313","3.313","0.00%"
"01/05/2023","3.313","3.313","3.313","3.313","-1.49%"
"28/04/2023","3.363","3.335","3.363","3.335","0.81%"
"27/04/2023","3.336","3.375","3.375","3.336","-1.16%"
"26/04/2023","3.375","3.392","3.392","3.375","-0.50%"
"25/04/2023","3.392","3.490","3.490","3.392","-2.84%"
"24/04/2023","3.491","3.491","3.491","3.491","2.11%"
"21/04/2023","3.419","3.449","3.449","3.419","-0.87%"
"20/04/2023","3.449","3.449","3.449","3.449","0.17%"
"19/04/2023","3.443","3.477","3.477","3.443","-0.98%"
"18/04/2023","3.477","3.412","3.477","3.412","1.91%"
"17/04/2023","3.412","3.412","3.412","3.412","-1.67%"
"14/04/2023","3.470","3.488","3.488","3.470","-0.54%"
"13/04/2023","3.489","3.429","3.489","3.429","1.75%"
"12/04/2023","3.429","3.445","3.445","3.429","-0.46%"
"11/04/2023","3.445","3.452","3.452","3.445","-0.20%"
"10/04/2023","3.452","3.452","3.452","3.452","-2.68%"
"07/04/2023","3.547","3.599","3.599","3.547","-1.47%"
"06/04/2023","3.600","3.574","3.600","3.574","0.73%"
"05/04/2023","3.574","3.564","3.574","3.564","0.28%"
"04/04/2023","3.564","3.592","3.592","3.564","-0.78%"
"03/04/2023","3.592","3.592","3.592","3.592","3.55%"
"31/03/2023","3.469","3.714","3.714","3.469","-6.60%"
"30/03/2023","3.714","3.746","3.746","3.714","-0.85%"
"29/03/2023","3.746","3.758","3.758","3.746","-0.32%"
"28/03/2023","3.758","3.781","3.781","3.758","-0.61%"
"27/03/2023","3.781","3.781","3.781","3.781","2.05%"
"24/03/2023","3.705","3.872","3.872","3.705","-4.34%"
"23/03/2023","3.873","3.914","3.914","3.873","-1.05%"
"22/03/2023","3.914","3.988","3.988","3.914","-1.86%"
"21/03/2023","3.988","4.029","4.029","3.988","-1.04%"
"20/03/2023","4.030","4.098","4.098","4.030","-1.66%"
"17/03/2023","4.098","4.103","4.103","4.098","-0.12%"
"16/03/2023","4.103","4.103","4.103","4.103","-3.98%"
"15/03/2023","4.273","4.273","4.273","4.273","-0.72%"
"14/03/2023","4.304","4.304","4.304","4.304","-1.28%"
"13/03/2023","4.360","4.313","4.369","4.313","-2.35%"
"10/03/2023","4.465","4.465","4.465","4.465","-1.19%"
"09/03/2023","4.519","4.519","4.519","4.519","-1.29%"
"08/03/2023","4.578","4.578","4.578","4.578","0.59%"
"07/03/2023","4.551","4.551","4.551","4.551","-0.74%"
"06/03/2023","4.585","4.585","4.585","4.585","-0.22%"
"03/03/2023","4.595","4.595","4.595","4.595","0.11%"
"02/03/2023","4.590","4.590","4.590","4.590","1.17%"
"01/03/2023","4.537","4.542","4.542","4.537","0.11%"
"28/02/2023","4.532","4.532","4.532","4.532","-0.29%"
"27/02/2023","4.545","4.545","4.545","4.545","-0.70%"
"24/02/2023","4.577","4.577","4.577","4.577","0.46%"
"23/02/2023","4.556","4.556","4.556","4.556","0.60%"
"22/02/2023","4.529","4.529","4.529","4.529","1.87%"
"21/02/2023","4.446","4.446","4.446","4.446","1.62%"
"20/02/2023","4.375","4.375","4.375","4.375","0.64%"
"17/02/2023","4.347","4.347","4.347","4.347","0.84%"
"16/02/2023","4.311","4.311","4.311","4.311","1.41%"
"15/02/2023","4.251","4.204","4.251","4.204","1.09%"
"14/02/2023","4.205","4.251","4.251","4.205","-1.08%"
"13/02/2023","4.251","4.251","4.251","4.251","-0.07%"
"10/02/2023","4.254","4.257","4.257","4.254","-0.07%"
"09/02/2023","4.257","4.323","4.323","4.257","-1.53%"
"08/02/2023","4.323","4.301","4.323","4.301","0.51%"
"07/02/2023","4.301","4.322","4.322","4.301","-0.49%"
"06/02/2023","4.322","4.326","4.326","4.322","-0.09%"
"03/02/2023","4.326","4.357","4.357","4.326","-0.73%"
"02/02/2023","4.358","4.474","4.474","4.358","-2.61%"
"01/02/2023","4.475","4.639","4.639","4.475","-3.54%"
"31/01/2023","4.639","4.721","4.721","4.639","-1.74%"
"30/01/2023","4.721","4.761","4.761","4.721","-0.86%"
"27/01/2023","4.762","4.789","4.789","4.762","0.49%"
"26/01/2023","4.739","4.739","4.739","4.739","0.00%"
"25/01/2023","4.739","4.739","4.739","4.739","0.00%"
"24/01/2023","4.739","4.739","4.739","4.739","0.00%"
"23/01/2023","4.739","4.739","4.739","4.739","0.00%"
"20/01/2023","4.739","4.739","4.739","4.739","-1.06%"
"19/01/2023","4.790","4.790","4.790","4.790","-0.19%"
"18/01/2023","4.799","4.799","4.799","4.799","-0.39%"
"17/01/2023","4.818","4.818","4.818","4.818","0.00%"
"16/01/2023","4.818","4.818","4.818","4.818","-0.08%"
"13/01/2023","4.822","4.822","4.822","4.822","-0.37%"
"12/01/2023","4.840","4.840","4.840","4.840","-1.43%"
"11/01/2023","4.910","4.910","4.910","4.910","-0.18%"
"10/01/2023","4.919","4.919","4.919","4.919","-0.45%"
"09/01/2023","4.941","4.941","4.941","4.941","-0.82%"
"06/01/2023","4.982","4.982","4.982","4.982","-0.36%"
"05/01/2023","5.000","5.000","5.000","5.000","-0.64%"
"04/01/2023","5.032","5.032","5.032","5.032","0.08%"
"03/01/2023","5.028","5.041","5.041","5.028","0.82%"
"02/01/2023","4.987","4.987","4.987","4.987","-0.99%"
"30/12/2022","5.037","5.037","5.037","5.037","-0.10%"
"29/12/2022","5.042","5.042","5.042","5.042","-0.71%"
"28/12/2022","5.078","5.078","5.078","5.078","-0.18%"
"27/12/2022","5.087","5.087","5.087","5.087","0.00%"
"26/12/2022","5.087","5.087","5.087","5.087","-0.10%"
"23/12/2022","5.092","5.092","5.092","5.092","0.00%"
"22/12/2022","5.092","5.092","5.092","5.092","-0.49%"
"21/12/2022","5.117","5.117","5.117","5.117","0.00%"
"20/12/2022","5.117","5.117","5.117","5.117","-0.10%"
"19/12/2022","5.122","5.122","5.122","5.122","-0.14%"
"16/12/2022","5.129","5.129","5.129","5.129","0.00%"
"15/12/2022","5.129","5.129","5.129","5.129","-0.18%"
"14/12/2022","5.138","5.138","5.138","5.138","0.00%"
"13/12/2022","5.138","5.138","5.138","5.138","-0.10%"
"12/12/2022","5.143","5.143","5.143","5.143","0.00%"
"09/12/2022","5.143","5.143","5.143","5.143","-0.17%"
"08/12/2022","5.152","5.152","5.152","5.152","-0.35%"
"07/12/2022","5.170","5.170","5.170","5.170","0.00%"
"06/12/2022","5.170","5.170","5.170","5.170","0.14%"
"05/12/2022","5.163","5.163","5.163","5.163","-0.10%"
"02/12/2022","5.168","5.168","5.168","5.168","0.00%"
"01/12/2022","5.168","5.168","5.168","5.168","0.08%"
"30/11/2022","5.164","5.164","5.164","5.164","0.17%"
"29/11/2022","5.155","5.155","5.155","5.155","-0.08%"
"28/11/2022","5.159","5.159","5.159","5.159","0.00%"
"25/11/2022","5.159","5.159","5.159","5.159","0.00%"
"24/11/2022","5.159","5.159","5.159","5.159","0.25%"
"23/11/2022","5.146","5.146","5.146","5.146","0.00%"
"22/11/2022","5.146","5.146","5.146","5.146","0.08%"
"21/11/2022","5.142","5.142","5.142","5.142","0.00%"
"18/11/2022","5.142","5.142","5.142","5.142","0.25%"
"17/11/2022","5.129","5.129","5.129","5.129","-0.35%"
"16/11/2022","5.147","5.147","5.147","5.147","-0.08%"
"15/11/2022","5.151","5.151","5.151","5.151","0.19%"
"14/11/2022","5.141","5.141","5.141","5.141","-0.52%"
"11/11/2022","5.168","5.168","5.168","5.168","0.08%"
"10/11/2022","5.164","5.164","5.164","5.164","-0.06%"
"09/11/2022","5.167","5.167","5.167","5.167","-0.19%"
"08/11/2022","5.177","5.177","5.177","5.177","-0.50%"
"07/11/2022","5.203","5.203","5.203","5.203","-0.12%"
"04/11/2022","5.209","5.209","5.209","5.209","0.00%"
"03/11/2022","5.209","5.209","5.209","5.209","0.37%"
"02/11/2022","5.190","5.190","5.190","5.190","-0.08%"
"01/11/2022","5.194","5.194","5.194","5.194","0.00%"
"31/10/2022","5.194","5.194","5.194","5.194","0.10%"
"28/10/2022","5.189","5.189","5.189","5.189","-0.29%"
"27/10/2022","5.204","5.204","5.204","5.204","0.62%"
"26/10/2022","5.172","5.172","5.172","5.172","0.25%"
"25/10/2022","5.159","5.159","5.159","5.159","1.26%"
"24/10/2022","5.095","5.095","5.095","5.095","0.33%"
"21/10/2022","5.078","5.078","5.078","5.078","0.55%"
"20/10/2022","5.050","5.050","5.050","5.050","-0.02%"
"19/10/2022","5.051","5.051","5.051","5.051","-0.10%"
"18/10/2022","5.056","5.056","5.056","5.056","-1.48%"
"17/10/2022","5.132","5.132","5.132","5.132","-0.75%"
"14/10/2022","5.171","5.171","5.171","5.171","0.00%"
"13/10/2022","5.171","5.171","5.171","5.171","-0.17%"
"12/10/2022","5.180","5.180","5.180","5.180","0.50%"
"11/10/2022","5.154","5.154","5.154","5.154","0.45%"
"10/10/2022","5.131","5.131","5.131","5.131","-0.21%"
"07/10/2022","5.142","5.142","5.142","5.142","0.37%"
"06/10/2022","5.123","5.123","5.123","5.123","-0.10%"
"05/10/2022","5.128","5.128","5.128","5.128","0.25%"
"04/10/2022","5.115","5.115","5.115","5.115","1.75%"
"03/10/2022","5.027","4.975","5.027","4.975","0.22%"
"30/09/2022","5.016","4.975","5.016","4.975","0.82%"
"29/09/2022","4.975","4.975","4.975","4.975","-1.00%"
"28/09/2022","5.025","5.025","5.025","5.025","3.10%"
"27/09/2022","4.874","4.874","4.874","4.874","4.44%"
"26/09/2022","4.667","4.667","4.667","4.667","0.47%"
"23/09/2022","4.645","4.645","4.645","4.645","2.52%"
"22/09/2022","4.531","4.531","4.531","4.531","5.25%"
"21/09/2022","4.305","4.305","4.305","4.305","9.18%"
"20/09/2022","3.943","3.943","3.943","3.943","1.21%"
"19/09/2022","3.896","3.896","3.896","3.896","-0.10%"
"16/09/2022","3.900","3.900","3.900","3.900","0.98%"
"15/09/2022","3.862","3.862","3.862","3.862","0.26%"
"14/09/2022","3.852","3.852","3.852","3.852","1.29%"
"13/09/2022","3.803","3.803","3.803","3.803","0.08%"
"12/09/2022","3.800","3.800","3.800","3.800","-0.45%"
"09/09/2022","3.817","3.800","3.800","3.800","-0.42%"
"08/09/2022","3.833","3.833","3.833","3.833","0.37%"
"07/09/2022","3.819","3.819","3.819","3.819","1.33%"
"06/09/2022","3.769","3.769","3.769","3.769","1.43%"
"05/09/2022","3.716","3.697","3.716","3.697","2.34%"
"02/09/2022","3.631","3.631","3.631","3.631","0.00%"
"01/09/2022","3.631","3.631","3.631","3.631","-1.36%"
"31/08/2022","3.681","3.673","3.681","3.672","0.22%"
"30/08/2022","3.673","3.673","3.673","3.673","0.14%"
"29/08/2022","3.668","3.668","3.668","3.668","0.74%"
"26/08/2022","3.641","3.641","3.641","3.641","-0.11%"
"25/08/2022","3.645","3.645","3.645","3.645","-0.05%"
"24/08/2022","3.647","3.645","3.645","3.645","0.14%"
"23/08/2022","3.642","3.642","3.642","3.642","0.91%"
"22/08/2022","3.609","3.609","3.609","3.609","0.17%"
"19/08/2022","3.603","3.603","3.603","3.603","0.19%"
"18/08/2022","3.596","3.596","3.596","3.596","-0.61%"
"17/08/2022","3.618","3.618","3.618","3.618","0.53%"
"16/08/2022","3.599","3.599","3.599","3.599","-0.61%"
"15/08/2022","3.621","3.621","3.621","3.621","0.08%"
"12/08/2022","3.618","3.618","3.618","3.618","0.75%"
"11/08/2022","3.591","3.591","3.591","3.591","-3.42%"
"10/08/2022","3.718","3.718","3.718","3.718","0.22%"
"09/08/2022","3.710","3.710","3.710","3.710","0.27%"
"08/08/2022","3.700","3.700","3.700","3.700","-0.32%"
"05/08/2022","3.712","3.712","3.712","3.712","0.71%"
"04/08/2022","3.686","3.686","3.686","3.686","2.39%"
"03/08/2022","3.600","3.600","3.600","3.600","0.14%"
"02/08/2022","3.595","3.595","3.595","3.595","-2.47%"
"01/08/2022","3.686","3.686","3.686","3.686","1.49%"
"29/07/2022","3.632","3.632","3.632","3.632","-2.02%"
"28/07/2022","3.707","3.707","3.707","3.707","-4.04%"
"27/07/2022","3.863","3.863","3.863","3.863","10.78%"
"26/07/2022","3.487","3.487","3.487","3.487","1.63%"
"25/07/2022","3.431","3.431","3.431","3.431","0.12%"
"22/07/2022","3.427","3.427","3.427","3.427","-0.03%"
"21/07/2022","3.428","3.428","3.428","3.428","0.41%"
"20/07/2022","3.414","3.414","3.414","3.414","-0.23%"
"19/07/2022","3.422","3.422","3.422","3.422","-0.09%"
"18/07/2022","3.425","3.425","3.425","3.425","0.74%"
"15/07/2022","3.400","3.400","3.400","3.400","0.29%"
"14/07/2022","3.390","3.390","3.390","3.390","0.89%"
"13/07/2022","3.360","3.360","3.360","3.360","-0.12%"
"12/07/2022","3.364","3.364","3.364","3.364","0.09%"
"11/07/2022","3.361","3.361","3.361","3.361","-0.50%"
"08/07/2022","3.378","3.378","3.378","3.378","0.51%"
"07/07/2022","3.361","3.361","3.361","3.361","0.03%"
"06/07/2022","3.360","3.360","3.360","3.360","-0.24%"
"05/07/2022","3.368","3.368","3.368","3.368","-0.21%"
"04/07/2022","3.375","3.375","3.375","3.375","0.30%"
"01/07/2022","3.365","3.365","3.365","3.365","-0.09%"
"30/06/2022","3.368","3.368","3.368","3.368","-0.15%"
"29/06/2022","3.373","3.373","3.373","3.373","-0.65%"
"28/06/2022","3.395","3.395","3.395","3.395","-0.18%"
"27/06/2022","3.401","3.401","3.401","3.401","-0.79%"
"24/06/2022","3.428","3.418","3.428","3.418","0.29%"
"23/06/2022","3.418","3.418","3.418","3.418","-0.09%"
"22/06/2022","3.421","3.421","3.421","3.421","-0.15%"
"21/06/2022","3.426","3.426","3.426","3.426","-0.38%"
"20/06/2022","3.439","3.439","3.439","3.439","0.20%"
"17/06/2022","3.432","3.432","3.432","3.432","-0.38%"
"16/06/2022","3.445","3.445","3.445","3.445","-0.17%"
"15/06/2022","3.451","3.451","3.451","3.451","1.74%"
"14/06/2022","3.392","3.392","3.392","3.392","2.26%"
"13/06/2022","3.317","3.317","3.317","3.317","1.34%"
"10/06/2022","3.273","3.273","3.273","3.273","-0.30%"
"09/06/2022","3.283","3.283","3.283","3.283","0.49%"
"08/06/2022","3.267","3.267","3.267","3.267","-0.03%"
"07/06/2022","3.268","3.268","3.268","3.268","0.15%"
"06/06/2022","3.263","3.263","3.263","3.263","-0.12%"
"03/06/2022","3.267","3.267","3.267","3.267","0.12%"
"02/06/2022","3.263","3.263","3.263","3.263","0.03%"
"01/06/2022","3.262","3.262","3.262","3.262","0.40%"
"31/05/2022","3.249","3.249","3.249","3.249","-0.06%"
"30/05/2022","3.251","3.251","3.251","3.251","0.12%"
"27/05/2022","3.247","3.247","3.247","3.247","-0.06%"
"26/05/2022","3.249","3.249","3.249","3.249","0.59%"
"25/05/2022","3.230","3.230","3.230","3.230","-0.40%"
"24/05/2022","3.243","3.243","3.243","3.243","-0.73%"
"23/05/2022","3.267","3.267","3.267","3.267","0.55%"
"20/05/2022","3.249","3.249","3.249","3.249","-0.91%"
"19/05/2022","3.279","3.279","3.279","3.279","-1.59%"
"18/05/2022","3.332","3.332","3.332","3.332","-0.30%"
"17/05/2022","3.342","3.342","3.342","3.342","-0.03%"
"16/05/2022","3.343","3.343","3.343","3.343","-2.11%"
"13/05/2022","3.415","3.415","3.415","3.415","0.80%"
"12/05/2022","3.388","3.388","3.388","3.388","2.60%"
"11/05/2022","3.302","3.302","3.302","3.302","2.07%"
"10/05/2022","3.235","3.235","3.235","3.235","-0.12%"
"09/05/2022","3.239","3.239","3.239","3.239","1.50%"
"06/05/2022","3.191","3.191","3.191","3.191","1.01%"
"05/05/2022","3.159","3.159","3.159","3.159","0.70%"
"04/05/2022","3.137","3.113","3.137","3.113","2.75%"
"03/05/2022","3.053","3.053","3.053","3.053","0.00%"
"02/05/2022","3.053","3.053","3.053","3.053","-1.61%"
"29/04/2022","3.103","3.103","3.103","3.103","-0.77%"
"28/04/2022","3.127","3.127","3.127","3.127","-0.03%"
"27/04/2022","3.128","3.128","3.128","3.128","0.16%"
"26/04/2022","3.123","3.123","3.123","3.123","-1.26%"
"25/04/2022","3.163","3.163","3.163","3.163","-0.63%"
"22/04/2022","3.183","3.183","3.183","3.183","0.06%"
"21/04/2022","3.181","3.181","3.181","3.181","-0.34%"
"20/04/2022","3.192","3.192","3.192","3.192","0.79%"
"19/04/2022","3.167","3.167","3.167","3.167","-0.13%"
"18/04/2022","3.171","3.171","3.171","3.171","0.19%"
"15/04/2022","3.165","3.165","3.165","3.165","1.70%"
"14/04/2022","3.112","3.112","3.112","3.112","-0.70%"
"13/04/2022","3.134","3.134","3.134","3.134","-0.48%"
"12/04/2022","3.149","3.149","3.149","3.149","11.55%"
"11/04/2022","2.823","2.823","2.823","2.823","-1.74%"
"08/04/2022","2.873","2.873","2.873","2.873","2.53%"
"07/04/2022","2.802","2.802","2.802","2.802","-1.37%"
"06/04/2022","2.841","2.841","2.841","2.841","11.94%"
"05/04/2022","2.538","2.538","2.538","2.538","1.24%"
"04/04/2022","2.507","2.507","2.507","2.507","0.24%"
"01/04/2022","2.501","2.501","2.501","2.501","0.89%"
"31/03/2022","2.479","2.479","2.479","2.479","-0.76%"
"30/03/2022","2.498","2.498","2.498","2.498","-0.16%"
"29/03/2022","2.502","2.502","2.502","2.502","-0.67%"
"28/03/2022","2.519","2.519","2.519","2.519","1.04%"
"25/03/2022","2.493","2.493","2.493","2.493","-0.72%"
"24/03/2022","2.511","2.511","2.511","2.511","-0.55%"
"23/03/2022","2.525","2.525","2.525","2.525","-0.51%"
"22/03/2022","2.538","2.538","2.538","2.538","1.28%"
"21/03/2022","2.506","2.506","2.506","2.506","3.04%"
